date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:20:29	86575/86575	---M--	200	added ('OK')	text/css	date:Wed,%2010%20Jul%202024%2006:43:01%20GMT	https://houss.co.za/wp-content/plugins/gdpr-cookie-compliance/dist/styles/gdpr-main-nf.css?ver=4.15.2	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/gdpr-cookie-compliance/dist/styles/gdpr-main-nf0fa0.css	(from https://houss.co.za/)
09:20:29	1722/1722	---M--	200	added ('OK')	text/css	date:Wed,%2010%20Jul%202024%2006:10:03%20GMT	https://houss.co.za/wp-content/uploads/elementor/custom-icons/tiktok/css/tiktok.css?ver=1.0.0	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/uploads/elementor/custom-icons/tiktok/css/tiktok8a54.css	(from https://houss.co.za/)
09:20:30	87553/87553	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2000:18:48%20GMT	https://houss.co.za/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-includes/js/jquery/jquery.minf43b.js	(from https://houss.co.za/)
09:20:30	13577/13577	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2000:19:43%20GMT	https://houss.co.za/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://houss.co.za/)
09:20:30	1081/1081	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202025%2014:02:45%20GMT	https://houss.co.za/wp-content/plugins/download-manager/assets/js/wpdm.min.js?ver=faae8a2a8cdfbff34352644bf0ef6b82	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/download-manager/assets/js/wpdm.minca57.js	(from https://houss.co.za/)
09:20:30	29857/29857	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202025%2014:02:45%20GMT	https://houss.co.za/wp-content/plugins/download-manager/assets/js/front.min.js?ver=3.3.17	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/download-manager/assets/js/front.min6dc0.js	(from https://houss.co.za/)
09:20:30	1957/1957	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Mar%202025%2010:37:42%20GMT	https://houss.co.za/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/client-locale-loader.js?ver=1.16.15	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/client-locale-loader8360.js	(from https://houss.co.za/)
09:20:31	32707/32707	---M--	200	added ('OK')	application/javascript	date:Fri,%2014%20Mar%202025%2011:18:48%20GMT	https://houss.co.za/wp-content/plugins/elementor-pro/assets/js/page-transitions.min.js?ver=3.27.7	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/elementor-pro/assets/js/page-transitions.min7871.js	(from https://houss.co.za/)
09:20:31	103286/103286	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202025%2014:02:35%20GMT	https://houss.co.za/wp-content/plugins/aurora-heatmap/js/aurora-heatmap.min.js?ver=1.7.1	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/aurora-heatmap/js/aurora-heatmap.min4735.js	(from https://houss.co.za/)
09:20:31	1317/1317	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202025%2011:28:44%20GMT	https://houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min.js?ver=faae8a2a8cdfbff34352644bf0ef6b82	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.minca57.js	(from https://houss.co.za/)
09:20:31	1709/1709	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202025%2011:28:44%20GMT	https://houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min.js?ver=2.1.3	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js	(from https://houss.co.za/)
09:20:32	141079/141079	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202025%2011:28:44%20GMT	https://houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/tld.min.js?ver=2.3.1	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/tld.min254d.js	(from https://houss.co.za/)
09:20:32	148277/148277	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20May%202025%2011:28:44%20GMT	https://houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=10.2.1	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/pixelyoursite/dist/scripts/public8d49.js	(from https://houss.co.za/)
09:20:39	412912/412912	---MC-	200	added ('OK')	application/json	date:Thu,%2003%20Jul%202025%2007:20:32%20GMT	https://houss.co.za/wp-json/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-json/index.html	(from https://houss.co.za/)
09:20:39	87362/87362	---MC-	200	added ('OK')	application/json	date:Thu,%2003%20Jul%202025%2007:20:32%20GMT	https://houss.co.za/wp-json/wp/v2/pages/17	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-json/wp/v2/pages/17.json	(from https://houss.co.za/)
09:20:42	781/781	---MC-	200	added ('OK')	text/xml	date:Thu,%2003%20Jul%202025%2007:20:39%20GMT	https://houss.co.za/xmlrpc.php?rsd	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/xmlrpc0db0.php	(from https://houss.co.za/)
09:20:46	2420/2420	---MC-	200	added ('OK')	application/json	date:Thu,%2003%20Jul%202025%2007:20:42%20GMT	https://houss.co.za/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhouss.co.za%2F	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-json/oembed/1.0/embede8f5.json	(from https://houss.co.za/)
09:20:49	2600/2600	---MC-	200	added ('OK')	text/xml	date:Thu,%2003%20Jul%202025%2007:20:45%20GMT	https://houss.co.za/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhouss.co.za%2F&format=xml	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-json/oembed/1.0/embed6c1e	(from https://houss.co.za/)
09:20:49	87486/87486	---MCZ	200	added ('OK')	application/javascript	etag:W/%223f33e7337c9a79d9fbfe0a42f95ce539%22	https://cdn.bitrix24.com/b23490421/crm/site_button/loader_3_iavbsb.js	C:/Users/tloul/OneDrive/Desktop/trade/house/cdn.bitrix24.com/b23490421/crm/site_button/loader_3_iavbsb.js	(from https://houss.co.za/)
09:20:50	297157/297157	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jul%202025%2007:20:50%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/tloul/OneDrive/Desktop/trade/house/connect.facebook.net/en_US/fbevents.js	(from https://houss.co.za/)
09:20:51	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2003%20Jul%202025%2007:20:50%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/tloul/OneDrive/Desktop/trade/house/www.googletagmanager.com/gtm.355445.delayed	(from https://houss.co.za/)
09:20:52	382/382	---M--	200	added ('OK')	image/png	date:Mon,%2029%20May%202023%2010:11:26%20GMT	https://houss.co.za/wp-content/uploads/2023/01/cropped-fav-32x32.png	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/uploads/2023/01/cropped-fav-32x32.png	(from https://houss.co.za/)
09:20:52	2535/2535	---M--	200	added ('OK')	image/png	date:Mon,%2029%20May%202023%2010:11:28%20GMT	https://houss.co.za/wp-content/uploads/2023/01/cropped-fav-192x192.png	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/uploads/2023/01/cropped-fav-192x192.png	(from https://houss.co.za/)
09:20:53	2363/2363	---M--	200	added ('OK')	image/png	date:Mon,%2029%20May%202023%2010:11:23%20GMT	https://houss.co.za/wp-content/uploads/2023/01/cropped-fav-180x180.png	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/uploads/2023/01/cropped-fav-180x180.png	(from https://houss.co.za/)
09:20:53	21669/21669	---M--	200	added ('OK')	image/png	date:Mon,%2029%20May%202023%2010:11:26%20GMT	https://houss.co.za/wp-content/uploads/2023/01/Houss-simple.png	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/uploads/2023/01/Houss-simple.png	(from https://houss.co.za/)
09:20:53	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Jul%202025%2007:20:52%20GMT	http://houss.co.za/wp-content/plugins/revslider/sr6/assets/assets/dummy.png	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/revslider/sr6/assets/assets/dummy.3a.delayed	(from https://houss.co.za/)
09:20:53	68/68	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202024%2014:26:34%20GMT	https://houss.co.za/wp-content/plugins/revslider/sr6/assets/assets/dummy.png	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/plugins/revslider/sr6/assets/assets/dummy.png	(from https://houss.co.za/)
09:20:54	225816/225816	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:53%20GMT	https://houss.co.za/rentals/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/rentals/index.html	(from https://houss.co.za/)
09:20:54	115706/115706	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:53%20GMT	https://houss.co.za/welcome-to-houss/application-form/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/welcome-to-houss/application-form/index.html	(from https://houss.co.za/)
09:20:54	126681/126681	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:53%20GMT	https://houss.co.za/houss-headlines/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/houss-headlines/index.html	(from https://houss.co.za/)
09:20:54	160844/160844	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:54%20GMT	https://houss.co.za/lifestyle/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/lifestyle/index.html	(from https://houss.co.za/)
09:20:54	139748/139748	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:54%20GMT	https://houss.co.za/tenant-services/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/tenant-services/index.html	(from https://houss.co.za/)
09:20:55	151310/151310	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:54%20GMT	https://houss.co.za/tenant-services/faq/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/tenant-services/faq/index.html	(from https://houss.co.za/)
09:20:55	121588/121588	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:54%20GMT	https://houss.co.za/chat-to-us/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/chat-to-us/index.html	(from https://houss.co.za/)
09:20:55	180220/180220	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:55%20GMT	https://houss.co.za/ndlovu-lifestyle-apartments/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/ndlovu-lifestyle-apartments/index.html	(from https://houss.co.za/)
09:20:56	177287/177287	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:55%20GMT	https://houss.co.za/sagewood-lifestyle-apartments/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/sagewood-lifestyle-apartments/index.html	(from https://houss.co.za/)
09:20:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Jul%202025%2007:20:53%20GMT	https://houss.co.za/the-villas	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/the-villas	(from https://houss.co.za/)
09:20:57	111284/111284	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:53%20GMT	https://houss.co.za/welcome-to-houss/get-pre-approved/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/welcome-to-houss/get-pre-approved/index.html	(from https://houss.co.za/)
09:20:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2003%20Jul%202025%2007:20:55%20GMT	https://houss.co.za/the-precinct-luxury-apartments	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/the-precinct-luxury-apartments	(from https://houss.co.za/)
09:21:04	379986/379986	---M--	200	added ('OK')	image/png	date:Mon,%2029%20May%202023%2010:11:28%20GMT	https://houss.co.za/wp-content/uploads/2023/01/Untitled-design-45.png	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/wp-content/uploads/2023/01/Untitled-design-45.png	(from https://houss.co.za/)
09:21:04	113180/113180	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:54%20GMT	https://houss.co.za/careers/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/careers/index.html	(from https://houss.co.za/)
09:21:04	234284/234284	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:58%20GMT	https://houss.co.za/the-precinct-luxury-apartments/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/the-precinct-luxury-apartments/index.html	(from https://houss.co.za/)
09:21:04	172695/172695	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Jul%202025%2007:20:55%20GMT	https://houss.co.za/the-villas/	C:/Users/tloul/OneDrive/Desktop/trade/house/houss.co.za/the-villas/index.html	(from https://houss.co.za/)
